Comment,Rate,Time,User
Pin trâu bao đã,0,07/06/2019,Vinh
,0,,
"Mới Mua Được 3 Ngày , Update Sửa Lỗi Cảm Ứng Cho M20 A50 A70 Rồi , Samsung Galaxy A50 4GB ram 64GB Cấu Hình Mạnh Chơi Game Mượt Không Giật Lag Không Nóng Máy Pin Trâu Màn Hình Đẹp 3 Camera",5,07/06/2019,Khôi Đình
,0,,
"Các bạn hãy đánh giá thật lòng...Vân tay sử dụng bình thường do người sử dụng thôi, Pin thì tạm ổn chứ không xuất sắc, Chip 9610 sử dụng mượt mà các tác vụ nên không thể so sánh với Chip chơi game Snap 660 được, nhưng nó cũng cải thiện về  game khá ổn nhé, đối với tầm giá thế này là quá tuyệt rồi...Còn về vấn đề mạng khi chơi game là do đường truyền của khu vực có sóng mạnh hay yếu thôi...Hãy là người tiêu dùng thông minh.Thanks🤗🤗🤗",5,06/06/2019,Lu Thai
,0,,
"Sài chưa được 2 ngày mà cảm thấy thật sự thất vọng về con a50 này, cấu hình quảng cáo ok mà trải nghiệm thì quá tệ. Vân tay và mạng dữ liệu 4g rất t, gọi zalo = 4g mà cứ như 2g, chỉnh xuống 3g thì lại chạy phà phà, chơi lquan cũng vậy để 4g ko chơi nổi phải chuyển xuống 3g mới chơi được. Thật sự ko hiểu nổi",1,06/06/2019,Mai minh chí
"cái vân tay thì mình không nói, cái 4G là do nơi bạn xài thôi nhé, mình xài 4G bao mạnh, chả có vấn đề nào về mạng ở đây",0,06/06/2019,Tay Nguyen
"Máy ko bị gì cả đâu nha bạn, có vân tay trong màn thì chấp nhận đánh đổi ở giá này sẽ ko có vân tay siêu âm như s10 đâu, chỉ là vân tay quang học bt thôi nên tốc độ nhận diện chậm hơn vân tay đặt bên ngoài màn hình",0,02/04/2019,Nam
,0,,
"Có ai vừa xem phim để màn hình ngang vừa mở bubble chat của messenger thì bubble bị giật vs nháy 3,4 lần mới mở đc ko ?",4,31/03/2019,Duyen
Có,0,31/03/2019,Vinh
Tui cung bi,0,01/04/2019,Phan khac tuong
,0,,
Đúng y luôn,0,14/12/2019,Le viet tram
,0,,
Sau khi cập nhật phầm mềm 8/10/2019 thì thấy tiến triển hơn.  Pin tuột nhanh hơn tuôt quần....  Chán.  Đt thì rớt giá bạch bạch.... 😔,2,10/11/2019,Khánh Phương
,0,,
Pin thì cũg hụt khá nhah. Riêng cảm ứng nt k nhạy lắm. Haiz. Nt mà thấy bực mk. K bằg con ghẻ cũ từg dùg nt mượt hơn nhiều,2,09/11/2019,Tiệm nguyễn
,0,,
Máy gì mà để túi quần tự sáng màn hình .dùng tay lắc nhẹ cũng lên mà ko cần chạm màn hình ko biết làm sao nữa,1,09/11/2019,Ha
Tắt 2 chức năng tự mở sáng và chạm 2 lần sẽ hết nha bạn,0,10/11/2019,Linh
Tắt nhấc máy mở màng hình,0,11/11/2019,Concu
,0,,
Pin như 2000mAh vậy. Mới mua máy 1 ngày mất 1%/30p tắt màn hình. Chơi game offline VD:(Zombietusnami thì 6 phút mất 1%). ,1,09/11/2019,Tân
"Làm gì đến nỗi nhạy kinh khủng vậy bạn, cũng phải mất 1 lúc nó mới cho mở khóa",0,13/04/2019,Ngọc
"Nhạy hơn trước nhiều rồi. Đã fix xong vân tay, ok trong tầm giá rồi. Chỉ còn cái sóng 4G và wifi, nó quá kém. Fix nữa là tuyệt!",0,13/04/2019,T
,0,,
"Dùng khá tốt,mất mỗi cảm biến vân tay còn chậm nhưng hi vọng bản vá sẽ khắc phục được vấn đề nay.",5,11/04/2019,Duy Tuấn
,0,,
Máy mua đã bị 3 lần màn hình tự nhiên tối lại rồi xuất hiện gợn sóng xong tắt luôn. Giống bị treo. Vậy là sao. Có ai giống tình trạng mình không. Mới mua 1 tuần,3,11/04/2019,Lê Huỳnh
,0,,
Máy dùng  rất tốt mọi tác vụ đều mượt mà pin ổn định sử dụng bình thường được 2 ngày.mình  đi du lịch dùng 4g quay phim chụp ảnh cũng được một ngày thỏa mái.camera trước tốt.camera sau chụp ảnh sáng đẹp tuy nhiên chất lượng chưa được chi tiết vẫn bi vỡ ảnh.nhưng với tầm giá này thì mình rất hài lòng.sau j7 prime đây là chiếc điện thoại mình thấy ưng ý nhất.,5,10/04/2019,Nguyễn minh tuấn
,0,,
Rõ pin 4000 mà nhanh hết pin . Cảm ứng vân tay quá kém m cài mở khóa bằng nhận diện khuôn mặt dùng ok như mỗi tội đi đường mở khóa vân tay ko đc phải bỏ khẩu trang ra dùng nhận diên khuôn mặt nhưng còn mũ của áo chốn nắng nữa nên lại lật đật dùng mk để mở khóa . Đáng bùn cho samsung . Hối hận khi mua a50 ,1,09/04/2019,Đào hồng phương
Bùi hữu phong  câu sau đá câu trước hahaha,0,16/08/2019,Tình
,0,,
Mình mới mua máy đx 2 ngày tính năng thì tạm ổn nhưng máy hao bin quá xài chưa dc 1 ngày thi hít bin rồi thất vọng quá,2,08/08/2019,Kim liễu
6 tiếng rưỡi trâu mà,0,13/08/2019,An
,0,,
Ram 4gb mà hệ thống đã hơn 2gb rồi. Chơi liên quân không max setting được. Vân tay khá kém,3,06/08/2019,Quân
"Gì vậy ?? Liên quân max setting được mà 60-56 fps luôn, pubg hd là ngon luôn",0,06/08/2019,Vinh
Không biết máy bác sao chứ e chơi LQ toàn bật max setting fps 59-60 ko mà,0,07/08/2019,Sunday
"Bộ nhớ ram nó như cái thẻ nhớ ý, nó nói ram 4gb chứ có khoản 3,6gb à, đt nào củng v",0,07/08/2019,Danh
,0,,
"Xem youtube được khoảng 30 phút sẽ tự tua lại 1 vài phút, vân tay hơi chậm cập nhập lên phiên bản mới nhất có cải thiện hơn 1 chút, để túi quần lâu lâu sẽ tự sáng màn hình mặc dù đã bật "" bảo vệ tránh chsmj vô tình"" trong cài đặt, còn lại thì tốt",3,06/08/2019,Chí công
,0,,
Cảm nhận đầu tiên về điểm trừ là Sóng 4g quá kém và vân tay quá tù.  Hình như sinh ra vân tay để test kiểu vân tay dưới màn hình cho thế hệ sau vậy. ,4,25/04/2019,Tuấn
,0,,
"Tất cả những j A50 mang lại là sự an toàn.
Ưu điểm: màn hình rất đẹp, camera rất nét, ổn cho mn có thể trải nghiệm lâu dài, hiệu năng khá ổn trong tầm giá, pin max trâu(khoảng 1 ngày rưỡi hơn) nên cỏ thể yên tâm về phần cứng và phần mềm bên trong
Khuyết điểm: tuy nhiên phần thiết kế bên ngoài là điểm trừ lớn nhất. Mặt lưng màu đen khá nhàm và thật sự xấu.( tiếc vì đã bỏ qua P30 lite
Nói chung mọi thứ A50 đem lại sẽ ổn đối vs 1 hs trung học trong 3 năm cấp 3 tới ngoại trừ thiết kế bên ngoài",5,25/04/2019,Kiệt
"Toi vừa mua Mi 8 lite, thực sự thấy khá ổn, thấy đánh giá tốt hoen P30 lite và cả A50, nếu có đk thử đổi A50 lấy Mi 8 lite máy đã qua sd ở tgdd xem sao ",0,01/05/2019,Mai
,0,,
"Mình mua gần được 1 tháng, cảm thấy pin dùng ok mà ta.Camera đẹp. Vân tay hơi kém. Với giá tiền như vậy thì cũng ok rồi.",4,22/04/2019,Anh Đào
"Chào anhDạ cám ơn anh đã mua hàng tại Thegioididong.com , nếu anh có nhu cầu mua thêm hoặc cần tư vấn vấn đề gì thì có thể ra siêu thị để mua hoặc phản hồi trên website để bên em hỗ trợ anh nha anhChúc anh một ngày vui vẻ.",0,22/04/2019,Thanh Tâm
Van tay ban cai 2 lan tren 1 ngon tay se de mo hon,0,23/04/2019,Hjhj
Sài ổn mà ta. Sao mọi người chê quá vậy. Chỉ vân tay hơi chậm thôi. Cài 3 vân tay cùng 1 ngón táy thì tốc độ sẽ nhanh hơn nhiu,4,30/06/2019,Ngọc
,0,,
mới mua về 1 tháng mà rất ưng cấu hình đẹp pin trâu . lúc mua nhân viên nhiệt tình. mở khóa bằng vân tay nhạy. chứ em thấy có tệ như các bác nói đâu,5,30/06/2019,Song Thư
,0,,
"Hơi thất vọng về con a50 này ,máy thường bị đứng và lỗi cảm ứng. Pin 4000mAp mà k trâu lắm. Còn dấu vân tay thì không khớp tận 5 lần.",2,29/06/2019,Phương
 Lỗi mang ra hãng đổi thi bảo do phần mềm chán lắm,0,01/07/2019,Nam
,0,,
"Với nhu cầu bình thường( lướt fb, zalo, youtube, mail, chụp ảnh......) không chơi game thì máy hoạt động rất tốt. Thiết kế đẹp. Pin ổn có sạc nhanh..... còn việc chơi game thì mình ko biết chơi nên ko biết nhận xét sao @@",5,29/06/2019,Khải
,0,,
Đt quá tệ thường xuyên bị đơ.đổi máy mới vẫn tệ .cảm ứng lúc bấm được lúc ko.vân tay thì càng tệ hơn.nhiều lúc tự nhiên tắt nguồn.bật một lúc sau mới lên được...khuyên ai có ý định mua nó thì ngưng ngay,1,29/06/2019,Nguyên van hải
Bạn lên youtube nhấp vô khắc phục vân tay samsung a50 và làm theo hướng dẫn,0,28/05/2019,Linh
,0,,
"Thấy xài ổn mà , toàn vừa xạc vừa xài , hay cắm 10 20p dc 50% pin xài tiếp , camera cũng oke mà , vân tay ko nhạy lắm ,từ khi dùng nt cho ny toàn bị bơ nên trừ 1 sao tội phong thủy.",4,23/05/2019,Tuấn Anh
Máy có bị loạn cảm ứng hay lỗi đơ máy không bạn,0,24/05/2019,Tân
Vấn đề chơi có mượt ko ạ vs lại có hay đơ và loạn ko ,0,24/05/2019,Nghi
,0,,
"Thật đáng thất vọng, máy mới mua mà bị loạn cảm ứng ,ứng dụng tự nhảy,vân tay thật tồi tệ chậm như rùa, viền rất dễ bị trầy xước,sạc PIN lâu, camera sau chụp xấu tệ,nói chung máy với giá này thật sự rất rất là không đáng mua 1 tì nào ",1,22/05/2019,Phương
"Chào anh 
Dạ, em xin lỗi vì sản phẩm làm anh không hài lòng ạ. Nếu anh mua sản phẩm bên em, khi máy có vấn đề anh vui lòng mang sản phẩm đến siêu thị để bên em hỗ trợ anh nhé.
Thông tin đến anh ",0,22/05/2019,Ngọc Hậu
Chắc vừa xài vừa đập ,0,23/05/2019,Liên
"t xài 4G cũng rất ok, bạn nên xem lại mạng ỡ nơi bạn",0,07/06/2019,Đức
"Bởi không biết nó khổ thế đấy, nghe nói 3g chạy phà phà là hiểu rồi, chổ không có sóng 4g sao chạy pa? ",0,07/06/2019,Giáo Huấn
,0,,
Anh  nhân viên rất là nhiệt tình . Máy ok với mức giá tầm trung như này .,5,05/06/2019,Quốc Huỳnh
,0,,
"Gần một tháng sử dụng thì bàn phím tự động chạy.,loa nghe k được .cảm ứng không được nhạy",2,05/06/2019,Hồng
,0,,
"Thiết kế, hiệu năng, pin tốt mỗi cái vỏ chán quá mới dùng được gần 2 tháng đeo ốp suốt mà vẫn bị chóc sơn sước vỏ.",4,05/06/2019,Bùi Thắng
Chào anhDạ cám anh đã góp ý sản phẩm ở bên em ạ.Thân gởi đến anh,0,05/06/2019,Thanh Luân
,0,,
Sài ngon mà... sao ai cũng nói tệ z... game cũng được... mà loa nghe hơi chói tai... vân tay sử dụng quen rồi thì cũng nhanh.. ko biết quen hay là máy học được,5,04/06/2019,Phạm Ân
,0,,
Sau khi sử dụng 2 tuần mình cảm thấy camera tốt chụp đẹp .pin sử dụng được 1 ngày lun ă .hiêu năng tốt chơi game thì khá mượt nhưng mình không thích  cảm biến vân tay không được nhạy nếu vân tay được nâng cấp lên càng tốt. Tóm lại máy rất tốt đối với tôi ,5,03/06/2019,Nguyễn Phúc Hưng
,0,,
Sau 1 tuần sử dụng thì mình thấy mọi thứ đều ổn chỉ có pin thì lúc đầu rất tốt nhưng càng về sau thì tụt hơi nhanh,4,03/06/2019,Nguyễn Thị Diễm châu
"Máy đẹp, came ra đẹp nhưng mới sài được 1 tuần thấy pin k ổn lắm mau hết quá. Vân tay thì lúc được lúc không.",3,31/03/2019,Phạm Linh Ân
,0,,
"Máy đẹp, came ra đẹp nhưng mới sài được 1 tuần thấy pin k ổn lắm mau hết quá. Vân tay thì luc dc lúc không...",3,31/03/2019,Đặng Yến Ngân
,0,,
"Lóa nghe nhạc có tiếng rề rề,vẫn tay lúc được lúc không,mới thư đều ơn.mong samsung khắc phục lại!",3,31/03/2019,Le van hung
,0,,
"Mới cầm biến vẫn tay lúc vào được lúc không, lóa mờ to thì bị rề rề không hay.mong khắc phục lại",3,31/03/2019,Le van hung
,0,,
"Máy đẹp, ổn với giá, cảm biến vân tay quang học hơi phiền phức vì sai thế tay thì khó mà mở được máy, đồng thời chỉ lưu được 3 kiểu vân tay. Mong khắc phục sớm",3,31/03/2019,Hoàng Phúc
,0,,
"Giao diện máy hơi th không đẹp như M20, máy đôi khi nghe loa ko chuẩn, sóng đứng ngay khu vực phát mà vẫn kô ổn đĩnh ( đàm thoại như bị mất sóng), cảm biên vân tay gần như trưng bày cho có, bấm đến mấy lần cũng vẫn bảo ko khớp, trong khi chi co một ngón tay",3,31/03/2019,Đào Nam
"Vậy là ok rồi, đòi gì nữa, t iPhone mà 4phút 1 % này",0,10/11/2019,Tài
chơi game 600phút = 10 tiếng là ngon rồi còn gì :D,0,14/01/2020,Nam
,0,,
Xài 1 tháng chụp văn bản mà máy cũng xóa phong. Sạc pin cực nóng luôn.pin tụt thì nhanh. K nên xài chip exynot,1,09/11/2019,Nghĩa Nguyễn
,0,,
"Pin 4000 mah mà để qua đêm tụt mất 5% mở lên bấm vài cái mất thêm 1% nữa.... cảm ứng thì k nhạy...bấm có lúc 2 3 lần mới ăn.... các bạn nên cân nhắc khi mua... tôi mới chỉ mua có nửa ngày thôi
",2,08/11/2019,Thương quốc
"Lỗi wá nhiều, thông số ảo,... Chỉ đc dáng vẻ... ",0,10/04/2019,Sony Xperia
"em đang định mua mà nghe các bác chê quá, đổi qua oppo F9 đc k ạ",0,11/04/2019,đoàn thị thu nga
"tôi mua chả thấy lỗi gì cả, dìm hàng ak",0,11/04/2019,Hiếu
"Xin tham gia 1 số ý kiến về điện thoại Samsung Qua trải nghiệm con j8 và a50: -J8 không có gì đáng chê. -A50 ưu điểm có camera cực nét, lấy độ rộng đẹp.          nhược điểm: pin 4000 nhưng rất nhanh hết pin, wifi quá kém.         A50 so vớ j8 thì A50 không đáng với tầm giá điên thoại tầm trung.          Samsung đã không lấy được thị hiếu của khách hàng qua dòng điện thoại A30, A50, M20          tôi đã sai lầm lựa chon samsung A50.",0,12/04/2019,minh
,0,,
"Máy mua đc gần 3 tuần, đang xài với độ sáng trung bình, tự nhiên độ sáng mờ xuống và có gợn sóng.",3,09/04/2019,Bắp
"Tôi cũng bị giống bạn , thỉnh thoảng bị vào lúc bật màn hình máy lên kiểu như bóng đèn bị yếu điện vậy , gợn sóng tối tối",0,10/04/2019,Phúc
Bạn vào cài đặt tắt màn hình và tắt cái độ sáng tương thích đi là hết nhé,0,11/04/2019,Duy Tuấn
Uhm. Máy tìn cũng bị vậy. Mà lâu lâu mới bị. Ra TGDd kiểm tra cái muốn nó bị vậy mà nó ko bị. Tình trạng này sao ta,0,11/04/2019,Huỳnh
,0,,
"Mấy bác cứ nói sao ấy chứ . Em sài được 3 ngày thì tốn hơn triệu tiền ngu , sai lầm lớn nhất của em là mua con này",1,03/08/2019,Trinh
Sao v ban,0,07/08/2019,Pham thi hung
,0,,
Máy  chậm cảm biến vân tay rất kém giữ tới 5_6 giây mới được dùng bàn phím nhắn tin thì cứ loạn lên ,3,03/08/2019,Nguyễn văn tân
,0,,
"Tất cả chức năng thì tôi không đánh giá gì hết, nhưng đt cái quan trọng là sóng khoẻ sóng tốt mà phải nghe gọi tốt và vào mạng phải khoẻ. Không được mấy thứ này coi máy như cục gạch . Máy sóng yếu vào cực yếu luân",2,02/08/2019,Trannhuthanh
Vậy mua cục gạch mà dung,0,05/08/2019,Lê toàn
,0,,
"Tất cả đều tốt, nhưng thu sóng quá kém, thua cả cái redmi 4x 3tr7. Vừa mua xong vào nhà là không chơi liên quân được.",4,22/04/2019,Huy
"Vào nhà là mất sóng, cảm biến vân tay kém quá",0,22/04/2019,thanh chien
Đúng rồi. 4g thì full sóng nhưg k ổn định chơi game gì cũng k được cả. Chán quá. Đủ lỗi,0,24/04/2019,Viên lâm
wifi thì sao mấy bác,0,24/04/2019,Thiên
,0,,
"Máy này có 1 cái bực mình là :khi mình để trong túi màn hình tự mở gây máy nóng và mau hao pin mặc dù mình ko để cảm biến vân tay , và mở chức năng tránh mở màn hình khi để trong túi . Chưa có cách khắc phục lỗi này.",2,22/04/2019,A khoa
Tắt hỗ trợ đi bác ơi ,0,24/04/2019,Nguyễn Đức Long
Chỉ cụ thể giúp với bác ạ. ,0,24/04/2019,Hhoang
,0,,
Như vậy came đẹp k m.n  came net chup dep pin sử dụng tốt sạc đủ 8 tiếng 3 lần lúc mới mua vân tay tạm được 4g tệ,4,21/04/2019,Lê Nhật Linh
,0,,
Pin con này trâu vậy mà vẫn không hiểu tại sao các bạn dùng kiểu gì lại kêu pin yếu đc.,5,21/04/2019,Duy Tuấn
,0,,
"Tuyêt vời.mình mua màu trắng.thương hiệu nổi tiếng,mẫu đẹp cấu hinh ổn.Mua hôm 18/04",5,21/04/2019,Thúy Vy
,0,,
"Mua con này được  20 ngày chip và cấu hình không quá mạnh tương đương con Asus pro m1 có nhủn hoen đôi chút. Nhưng giá gấp đôi, cảm ưng vân tay dở tệ. Màn hình hay bị sáng bất thường, có gưởi cho nhân viên cài đặt lạy nhưng vẫn bị. Nói chung không hài lòng lắm. Mua con Asus Pro m1 ngon hơn giá rẻ hơn gấp đôi nhưng không có lổi như trên. Đả mua 2 em ấy cùng lúc. Samsung đt dòng thấp quá tệ.",3,28/06/2019,Hai Lúa
,0,,
Máy dùng nóng lướt facebook. Game tí là nóng có vẻ ko ổn cho lắm nhiệt độ CPU lúc nào cũng 70 độ C.,3,28/06/2019,Ngo thao
,0,,
Minh mua a50 tai tgdd dùng dc 3 tháng máy bi lác vs đơ nhiều. Màn hình đã bi tím loang hết góc màn hình rồi. Ko biết có dc bảo hành ko nữa. Chán lắm ko bằng máy tàu ,1,27/06/2019,Trần Văn mẫn
,0,,
Mới mua a50 được 2 tháng thì máy bị đứng và tắt nguồn mở hoài không lên.đang gởi đi bảo hành.chán thật chứ. ,1,27/06/2019,Hải
,0,,
"Vân tay khá chậm, đôi khi thử hết 5 lần nhưng vẫn ko khớp, pin 4000mAp mà ko trâu lắm, giống như kiểu pin ảo vậy, còn lại ok, chụp hình rất đẹp ",3,27/06/2019,Nguyễn Tú
,0,,
"Trải nghiệm sau 1 tháng sử dụng a50
Ngoại hình đẹp 
Pin trâu 
Tuy nhiên sử dụng máy chơi pubg máy rất nóng 
Dùng bt như fb zalo máy cũng nóng 
Các bạn cân nhắc trước khi mua tùy từng mục đích sử dụng mà mua cho phù hợp thaks ",4,27/06/2019,Thị thâm
Thánh làm bên hãng nào z =)) nghe là biết thánh spam,0,24/05/2019,Nam
"Sạc Pin lâu , đơ máy, loạn cảm ứng là thật đấy. Máy mình mới mua chưa được 10 ngày mà thất vọng ghê gớm. Đổi máy tốn thêm phí chứ ko đổi bà cho đỡ bực",0,24/05/2019,Tuấn
Thanh niên chắc cuồng xiaomi cho hay,0,25/05/2019,Vũ
,0,,
"A50 pin 20%sập nguồn.mang ra tgdd nhân viên dùng nguồn điện cao hơn kích lên ngồn.mình hỏi là tại sao thì chỉ đc trả lời là sập nguồn.nếu nó bình thường thì mình mang ra làm gì.do vội đi làm nên mình cũng nhận máy ra về và quên mất cục sạc.sáng nay quay lại hỏi thì bảo để sđt lại bên họ kiểm tra.tôi không hiểu camera của các bạn lắp để làm gì mà từ sáng tới giờ ko thấy trả lời.đt sập nguồn lần 2.chỉ mang ra tiệm gần nhà nhờ họ kích ngồn lên.vì mang vào chỗ các bạn cũng chỉ lằm thế thôi.trời mưa tầm tã phải chạy vào viễn thông a mua cục sạc 300k vì tôi cần đt để liên lạc.trước giờ chỉ mua đồ của tgdd từ điện thoại,tai nghe,pin hay đồ điện tử khác.nhưng từ nay về sau chắc chắn ko bao giờ tôi sử dụng sản phẩm hay dịch vụ của tgdd nữa.các bạn ko chọn chúng tôi thì sao chúng tôi phải chọn các bạn",1,22/05/2019,Trần tuấn anh
"TGDĐ có đường dây nóng để phản ánh, anh nên gọi lên và báo cáo shop đó",0,24/05/2019,Nguyễn Minh Tuấn
Thích nhất câu ...bạn kg cần chúng tôi....,0,24/05/2019,Trần minh hiền
,0,,
"Máy dùng cũng được, chê mỗi Bluetooth yếu quá. Có cách nào cải thiện ko nhi",4,22/05/2019,Duongvandam
"Chào chịDạ cám ơn chị đã mua hàng tại DienmayXanh.com  , nếu chị có nhu cầu mua thêm hoặc cần tư vấn vấn đề gì thì có thể ra siêu thị để mua hoặc phản hồi trên website để bên em hỗ trợ chị nha chịChúc chị một ngày vui vẻ.",0,03/06/2019,Thanh Tâm
,0,,
"Sau 3 ngày sử dụng có 1 số nhận xét như sau
1- pin k trâu như quảng cáo,tụt pin nhanh 
2- mở khóa vân tay chậm, k nhạy và đòi hỏi phải chính điểm 
3- màn hình thi thoảng bị đơ, vuốt lên vuốt xuống k dc
4- bắt wifi yếu
 Được cái xạc nhanh, pin đang 10% cắm xạc vào pjn lên 13% , k hiểu do xạc nhanh hay pin ảo
Nếu cho chọn lựa lại thì thà mua iphone 99% còn hơn bỏ tiền mua sp này",2,02/06/2019,Phan Hải
Đúng vâyn thấy quảng cáo quá chừng xài thua zenfone 4,0,03/06/2019,Nguyễn Việt Hùng
lay cai iphone 20 may chai zo binh luan so sanh vs cai 7 chai ...may khung ha may,0,09/06/2019,giang lap tai
,0,,
Mình Mua Sam Sung Galaxy A50 Đc Vài Tháng Và Không Mấy Hài Lòng Về Sản Phẩm Này Chỉ Cần Tay Ẩm Ra Mồ Hôi Là Cảm Ứng Loạn Lên Thứ 2 Là Xài 1 Lúc 2 Ứng Dụng Thì Đt Tự Rơi Vào Trạng Thái Khởi Động Lại Rất Khó Chịu Hơn Nữa Là Mình Xài 1 Ứng Dụng Khác Thì Gọi Zalo Hay Fb Đều Ko Nghe Tiếng Buộc Chỉ Xài Đc 1 Ứng Dụng micro,1,02/06/2019,Nguyễn Quốc Hảo
,0,,
,0,,
"Ko biết sao mà cứ gọi điện thoại là có lúc cứ như bị rè rè loa, có lúc thì ko nghe được cứ như bị mạng chập chờn mà cột sóng thì full,... wifi 5 full mà có lúc bị đơ mạng, không bắt được mạng,... (chủ yếu về mạng và loa thoại)",3,31/03/2019,Lê Thành Lộc
,0,,
"Thiết kế đẹp, camera ổn, sáng nay vừa cảm ứng vân tay nhập chục lần không vào xong tự tắt nguồn, mở mãi không lên, 1 lúc sau mới lên, pin 4000 nhưng như gì sài mau hết pin ngang cái j5 là cùng. ",3,31/03/2019,Lâm Quốc Hà
,0,,
Con hàng này có 2 cái tệ là máy bị nóng và cảm biến vân tay dưới màn hình cực kỳ tệ.. còn lại mọi thứ bình thường.. ko có gì quá nổi bật trong phân khúc khi nhìn qua các hãng của trung quốc như Xiaomi hay Huewei... có lẽ ng tiẻu dùng vn nên chuyển hướng sang đt Trung đc rồi hoặc Iphone,3,30/03/2019,Võ Tấn Thanh
Đt m bị j r đó,0,11/11/2019,Concu
,0,,
Hiện tại mình dùng máy hơn 1 tuần r mình cảm thấy máy rất tốt k có j như mấy bạn đánh giá k tốt,4,08/11/2019,Pha
,0,,
Sao ai củng kêu pin trâu mà e mới mua 1 ngày. Dùng pin xuống nhanh lắm kg biết có bị lỗi hao nguồn kg. Tắt hết ứng dụng. Mà xuống vẩn nhanh. Khởi động lại cũng thế. Chán quá. Ad giải đáp giùm,3,07/11/2019,Phạm ngọc châu
,0,,
Máy bắt sóng 4g wifi quá kém kể cả sóng thoại pin cũng bt máy phản hồi cung chậm chỉ được bề ngoài thì đẹp truóc dùng con j7prime còn ngon hơn nhiều,2,09/04/2019,Cuong
Xem lại đi a50 bắt sóng. Khỏe hơn. J7prime đấy tôi đang dùng cả hai máy nên biết. Rất rõ ,0,10/04/2019,Nguyễn minh tuấn
,0,,
"Về âm thanh nghe nhạc rất tệ thua xa con j6, j7ro đang dùng mong samsung cải thiện âm thanh cho samsung a50",3,08/04/2019,Kendy
,0,,
"pin quá kém, chỉ được mỗi cam. thật sai lầm khi mua a50, thua xa con oppo f9 của vợ mình",1,08/04/2019,vĩnh
Có nhầm ko bạn..tôi sài thấy ok mà.rất ngon trong tầm giá,0,09/04/2019,Long
,0,,
"Mua về chơi được 5 hôm nay cảm thấy hối hận khi mua con này, sử dụng dữ liệu di động rất là kém quá kém luôn còn thua xa con j2 prime cũ của mình thất vọng quá",2,08/04/2019,Văn triển
,0,,
"Sản phẩm tốt, màn hình đẹp, sạc pin nhanh, lâu hết pin, mượt mà...mỗi tội lâu lâu màn hình tự giảm độ sáng 50% làm mình đi ngoài nắng không thấy đường, dù đã tắt độ sáng tương thích, khởi động máy 2 lần vẫn ko hết, bỏ túi 30 phút sau tự hết",3,08/04/2019,Ân
Vô cài đặt. Cài lại tắt chế độ điều chỉnh sáng tự động â bn ,0,08/04/2019,Thắm
"Bạn nhấn nút nguồn+ tăng, giảm âm lượng trong vòng 10s để khởi động sâu cho máy thì sẽ ok",0,09/04/2019,Nampopo
,0,,
Mới mua mà sao e xem youtobe cứ bị out ra. Còn cảm biến vân tay k được nhạy. Trong khi e mới mua hồi chiều luôn,3,31/07/2019,Hoàng thị thu thảo
,0,,
Mấy bạn sài thế nào chứ tôi mua xài cũng gần 2 tháng thấy pin mọi thứ đồ vẫn ổn mà.,5,31/07/2019,Ân
,0,,
"- Hiệu năng tốt
- Camera đêm chụp bù sáng tốt, xóa phông k chuẩn lắm.
- Máy để trong túi quần hay tự sáng màn hình
- Vân tay chậm
- Pin trâu nhưng vì màn hình sáng nên trâu mấy cũng thua",3,29/07/2019,Tạ Hữu Tài
"Bạn tắt Always On Display và Nhấc điện thoại sáng màn hình là OK,chỉ để chạm 2 lần sáng màn hình thôi, máy mình thường 2 ngày mới phải sạc pin ",0,30/07/2019,Đức Thắng
Bạn bỏ ứng dụng vân tay đi. Tôi củng phsir gở nè. Hơn nữa vân tay ko nhạy.,0,30/07/2019,Lê văn thoan
,0,,
"sản phẩm dùng ok. màu sắc đa dạng, cam chụp nét, ok so với phân khúc tầm giá. nhân viên nhiệt tình. sẽ ủng hộ TGDD dài lâu",5,29/07/2019,thương
,0,,
Tôi mua máy về dùng thì xảy ra lỗi treo màn hình không thao tác được gì mặc dù tôi sử dụng máy rất ít hôm trước có đến đổi máy thì nhân viên cập nhật phần mềm và bảo về dùng theo dõi thêm và khi về vẫn xuất hiện tình trạng treo rất nặng tôi đã quay lại 2 clip và hôm nay tôi đến yêu cầu đổi và cho nhân viên xem clip nhưng nhân viên không cho tôi đổi với lí do nhiều máy bị như vậy cập nhật phần mềm là được. Tôi không hiểu tgdđ làm ăn kiểu gì quảng cáo thì 1 đổi 1 cho sp lỗi mà đi 2 lần vẫn chẳng đc đổi. Tgdd đang làm khó bắt bẻ khách hàng đây sao. Cần 1 câu trả lời,1,21/04/2019,Trần thanh tuấn
,0,,
Tuyệt vời.pin trâu mới mua 5 ngày sài ok mượt chụp ảnh nét...pin đánh liên quan 30 trận liên tục chưa hết..,5,20/04/2019,Nguyen trong nghia
Mình đáh lq tầm 3 ván xuống pin rất nhìu,0,21/04/2019,An nguyễn
,0,,
"Nhân viên tgdd Quang Trung, Uông Bí tư vấn rất nhiệt tình, ....Máy dùng ổn... cảm ứng nhạy... ",5,23/06/2019,Ngọc
,0,,
"Mới mua sử dụng được 1 ngày. Không thấy loạn chữ như mấy bạn nói. Dùng ngon pin trâu, chơi game mượt.",5,23/06/2019,Nghi
Dt cua tui choi pubg freeface k dc cai bao het,0,25/06/2019,Phú
củ tui chơi rất ok nha không bị loạn hay lag tí gì,0,26/06/2019,Nghi
,0,,
